r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
2830	483	2025-07-31	24	23	7:40	7	C02
2831	499	2025-07-31	33	39	17:00	7	C04
2832	101	2025-08-01	19	31	11:40	3	A09
2833	175	2025-08-01	89	89	14:00	3	A05
2834	209	2025-08-01	74	65	8:00	1	C08
2835	223	2025-08-01	37	41	19:00	2	A06
2836	271	2025-08-01	81	81	18:00	1	B01
2837	339	2025-08-01	61	39	11:00	1	C03
2838	355	2025-08-01	34	38	8:00	5	D08
2839	372	2025-08-01	35	45	18:00	6	A06
2840	388	2025-08-01	39	35	14:00	5	A08
2841	418	2025-08-01	26	22	19:00	6	D01
2842	457	2025-08-01	57	32	18:15	6	C08
2843	10	2025-08-02	78	84	14:00	2	A04
2844	47	2025-08-02	36	32	10:00	1	B05
2845	58	2025-08-02	87	89	18:00	2	A06
2846	94	2025-08-02	40	41	18:00	8	D08
2847	97	2025-08-02	39	40	20:00	6	C09
2848	107	2025-08-02	47	36	23:30	1	B04
2849	114	2025-08-02	87	90	14:00	4	D03
2850	163	2025-08-02	28	24	16:00	4	C04
2851	226	2025-08-02	81	83	10:00	5	C02
2852	276	2025-08-02	66	65	20:00	5	B02
2853	284	2025-08-02	67	66	8:00	6	B07
2854	453	2025-08-02	44	35	18:00	9	C06
2855	470	2025-08-02	75	70	14:00	2	B01
2856	492	2025-08-02	5	12	13:30	4	C04
2857	175	2025-08-03	67	76	10:00	5	D10
2858	192	2025-08-03	35	39	16:00	3	A03
2859	289	2025-08-03	33	38	6:00	5	D03
2860	355	2025-08-03	85	78	18:00	6	B09
2861	369	2025-08-03	80	78	10:00	2	A07
2862	374	2025-08-03	39	44	19:00	8	B07
2863	410	2025-08-03	89	88	18:00	1	A04
2864	413	2025-08-03	72	73	14:00	5	B01
2865	453	2025-08-03	80	86	10:00	3	C05
2866	480	2025-08-03	79	84	10:00	1	A08
2867	481	2025-08-03	88	90	14:00	4	C08
2868	491	2025-08-03	77	64	18:00	4	B05
2869	15	2025-08-04	70	67	12:00	1	B04
2870	32	2025-08-04	71	77	20:00	7	C10
2871	96	2025-08-04	35	42	17:00	3	B01
2872	112	2025-08-04	54	42	13:00	7	C09
2873	156	2025-08-04	84	85	18:00	6	C07
2874	215	2025-08-04	41	34	21:00	2	B06
2875	223	2025-08-04	89	88	18:00	4	A06
2876	236	2025-08-04	41	44	10:00	3	B07
2877	315	2025-08-04	90	91	10:00	4	D07
2878	424	2025-08-04	67	75	20:00	5	A04
2879	458	2025-08-04	84	80	14:00	4	D10
2880	469	2025-08-04	88	89	14:00	4	A02
2881	484	2025-08-04	87	89	14:00	1	C04
2882	488	2025-08-04	31	22	7:00	1	B06
2883	35	2025-08-05	78	79	14:00	3	C09
2884	38	2025-08-05	29	22	18:40	9	A08
2885	50	2025-08-05	79	78	14:00	1	C05
2886	58	2025-08-05	87	90	18:00	2	A09
2887	79	2025-08-05	79	80	18:00	3	B02
2888	130	2025-08-05	79	86	14:00	1	A06
2889	152	2025-08-05	87	91	10:00	3	A08
2890	186	2025-08-05	58	37	22:45	5	B06
2891	242	2025-08-05	87	88	18:00	2	A02
2892	246	2025-08-05	91	88	10:00	4	D05
2893	250	2025-08-05	2	14	7:30	3	A09
2894	259	2025-08-05	82	78	10:00	6	B05
2895	289	2025-08-05	52	40	7:00	6	D06
2896	311	2025-08-05	81	78	10:00	6	C03
2897	450	2025-08-05	52	37	11:45	1	C06
2898	451	2025-08-05	67	76	18:00	2	A06
2899	479	2025-08-05	88	87	18:00	2	A05
2900	84	2025-08-06	55	42	12:45	5	C06
2901	131	2025-08-06	79	79	10:00	2	C05
2902	132	2025-08-06	88	89	10:00	1	A02
2903	164	2025-08-06	70	68	14:00	4	D02
2904	199	2025-08-06	27	28	8:40	5	A01
2905	207	2025-08-06	79	84	14:00	6	C04
2906	294	2025-08-06	56	40	7:30	6	A05
2907	325	2025-08-06	84	80	10:00	5	A06
2908	356	2025-08-06	84	82	10:00	2	B01
2909	360	2025-08-06	32	34	11:00	9	B06
2910	389	2025-08-06	76	66	12:00	8	B04
2911	418	2025-08-06	79	80	10:00	2	C03
2912	20	2025-08-07	80	83	10:00	2	C05
2913	165	2025-08-07	68	70	8:00	2	C02
2914	196	2025-08-07	57	36	16:00	8	D10
2915	205	2025-08-07	65	73	10:00	8	A02
2916	241	2025-08-07	91	88	10:00	3	B05
2917	337	2025-08-07	34	38	11:00	3	C04
2918	393	2025-08-07	1	2	19:30	6	A02
2919	401	2025-08-07	82	78	10:00	6	D09
2920	417	2025-08-07	40	42	10:00	9	D03
2921	439	2025-08-07	14	17	7:00	3	C03
2922	446	2025-08-07	17	10	21:30	9	B02
2923	467	2025-08-07	22	30	9:40	4	C01
2924	469	2025-08-07	89	89	10:00	1	C04
2925	488	2025-08-07	77	65	12:00	5	C09
2926	28	2025-08-08	40	38	11:00	6	C02
2927	30	2025-08-08	68	77	20:00	3	A05
2928	38	2025-08-08	33	32	6:00	4	A01
2929	56	2025-08-08	50	41	22:00	1	A08
2930	78	2025-08-08	82	79	18:00	6	B05
2931	92	2025-08-08	14	12	17:00	4	B06
2932	256	2025-08-08	45	32	19:00	4	A09
2933	266	2025-08-08	52	40	11:45	5	D06
2934	280	2025-08-08	57	37	20:45	3	A09
2935	303	2025-08-08	16	7	22:30	10	A08
2936	314	2025-08-08	86	80	10:00	5	A06
2937	352	2025-08-08	66	68	20:00	5	C03
2938	383	2025-08-08	83	81	18:00	6	D08
2939	466	2025-08-08	27	28	9:40	7	C09
2940	120	2025-08-09	48	41	12:15	1	B04
2941	130	2025-08-09	53	33	20:45	1	B06
2942	131	2025-08-09	47	38	20:30	1	C10
2943	250	2025-08-09	45	35	17:00	5	A10
2944	287	2025-08-09	50	45	9:00	7	B05
2945	319	2025-08-09	76	66	10:00	1	C03
2946	352	2025-08-09	35	45	22:00	2	B05
2947	370	2025-08-09	89	89	18:00	4	C01
2948	379	2025-08-09	67	68	18:00	7	D04
2949	418	2025-08-09	81	80	10:00	6	C04
2950	493	2025-08-09	89	90	10:00	3	C06
2951	17	2025-08-10	74	77	14:00	7	A10
2952	52	2025-08-10	40	34	22:00	8	B10
2953	74	2025-08-10	79	85	10:00	4	B06
2954	89	2025-08-10	89	87	14:00	2	B06
2955	107	2025-08-10	9	2	6:00	7	D02
2956	162	2025-08-10	50	44	19:00	4	D01
2957	189	2025-08-10	23	31	19:00	10	C02
2958	201	2025-08-10	31	23	9:00	9	A07
2959	216	2025-08-10	38	37	19:00	9	B07
2960	232	2025-08-10	81	80	14:00	4	C08
2961	271	2025-08-10	30	26	19:00	10	A03
2962	271	2025-08-10	32	35	13:00	8	B10
2963	305	2025-08-10	17	3	11:00	10	D07
2964	308	2025-08-10	18	26	15:00	3	C07
2965	323	2025-08-10	7	17	11:00	4	A06
2966	406	2025-08-10	10	7	21:30	8	D08
2967	406	2025-08-10	82	78	18:00	1	C07
2968	427	2025-08-10	88	88	18:00	1	C01
2969	482	2025-08-10	37	32	12:00	6	A10
2970	5	2025-08-11	56	42	18:15	5	D09
2971	77	2025-08-11	63	40	14:45	4	C08
2972	81	2025-08-11	62	41	8:30	2	C06
2973	112	2025-08-11	78	79	18:00	1	C01
2974	139	2025-08-11	1	16	18:30	10	A04
2975	164	2025-08-11	72	77	18:00	6	C01
2976	189	2025-08-11	82	78	10:00	5	A08
2977	301	2025-08-11	88	90	18:00	3	A07
2978	301	2025-08-11	90	88	10:00	4	A05
2979	330	2025-08-11	6	17	10:00	1	A10
2980	348	2025-08-11	9	10	17:00	6	C05
2981	356	2025-08-11	56	36	7:45	6	C05
2982	397	2025-08-11	30	19	22:00	1	C07
2983	398	2025-08-11	27	30	13:40	4	C02
2984	425	2025-08-11	81	86	10:00	5	A01
2985	438	2025-08-11	46	44	14:00	1	A04
2986	459	2025-08-11	50	37	20:30	7	C05
2987	482	2025-08-11	76	67	20:00	1	C04
2988	105	2025-08-12	42	43	7:00	1	A01
2989	156	2025-08-12	80	79	14:00	4	A08
2990	205	2025-08-12	41	37	14:00	7	A04
2991	228	2025-08-12	78	81	10:00	2	A06
2992	246	2025-08-12	42	41	10:00	9	A05
2993	284	2025-08-12	32	45	15:00	5	C10
2994	307	2025-08-12	88	91	10:00	1	C03
2995	308	2025-08-12	36	33	13:00	3	B04
2996	353	2025-08-12	15	11	20:00	3	C01
2997	370	2025-08-12	90	88	18:00	4	B04
2998	379	2025-08-12	90	88	18:00	2	B06
2999	403	2025-08-12	86	84	10:00	2	C07
3000	410	2025-08-12	60	36	8:00	1	B06
3001	487	2025-08-12	70	68	18:00	1	A03
3002	35	2025-08-13	88	87	18:00	4	B07
3003	70	2025-08-13	89	87	10:00	4	A02
3004	141	2025-08-13	63	33	16:00	7	A07
3005	188	2025-08-13	78	83	18:00	1	A02
3006	189	2025-08-13	90	87	10:00	1	A02
3007	243	2025-08-13	71	77	16:00	5	A02
3008	284	2025-08-13	29	23	9:40	8	A01
3009	285	2025-08-13	89	91	18:00	3	A05
3010	362	2025-08-13	77	70	18:00	8	A01
3011	380	2025-08-13	64	75	20:00	3	B06
3012	20	2025-08-14	77	68	20:00	1	C06
3013	27	2025-08-14	80	86	18:00	6	B09
3014	54	2025-08-14	29	31	10:00	6	B04
3015	54	2025-08-14	79	83	10:00	6	B09
3016	135	2025-08-14	5	14	21:30	9	D01
3017	188	2025-08-14	28	21	14:00	6	D03
3018	238	2025-08-14	8	10	17:00	5	A02
3019	262	2025-08-14	35	40	10:00	5	A04
3020	305	2025-08-14	54	34	10:00	6	C01
3021	338	2025-08-14	20	23	8:40	10	C09
3022	367	2025-08-14	60	38	7:00	7	B03
3023	413	2025-08-14	31	23	13:00	7	B06
3024	425	2025-08-14	8	11	11:00	7	B02
3025	449	2025-08-14	91	88	18:00	2	A02
3026	454	2025-08-14	70	68	12:00	7	A03
3027	490	2025-08-14	79	81	18:00	3	A07
3028	491	2025-08-14	90	91	18:00	3	B04
3029	14	2025-08-15	19	21	11:00	6	C06
3030	22	2025-08-15	38	34	17:00	3	C05
3031	39	2025-08-15	89	87	14:00	1	B01
3032	58	2025-08-15	62	34	21:00	8	C07
3033	59	2025-08-15	40	45	9:00	9	A08
3034	105	2025-08-15	73	66	10:00	3	B04
3035	133	2025-08-15	84	81	10:00	3	B09
3036	141	2025-08-15	13	12	15:00	4	D10
3037	147	2025-08-15	90	91	10:00	1	B03
3038	150	2025-08-15	74	76	12:00	4	A06
3039	151	2025-08-15	45	41	16:00	9	C10
3040	154	2025-08-15	53	38	8:00	5	A03
3041	185	2025-08-15	88	88	14:00	1	A10
3042	226	2025-08-15	71	64	8:00	8	D06
3043	235	2025-08-15	84	84	10:00	2	A06
3044	255	2025-08-15	65	68	18:00	4	A08
3045	281	2025-08-15	82	85	10:00	2	A01
3046	410	2025-08-15	38	44	8:00	2	B02
3047	3	2025-08-16	21	28	17:40	6	C07
3048	16	2025-08-16	35	42	17:00	3	C07
3049	19	2025-08-16	85	81	14:00	4	A02
3050	73	2025-08-16	38	43	11:00	3	B03
3051	156	2025-08-16	87	88	18:00	1	B10
3052	255	2025-08-16	51	40	21:15	3	B04
3053	273	2025-08-16	67	70	18:00	2	C05
3054	274	2025-08-16	91	89	10:00	1	A07
3055	284	2025-08-16	25	18	9:00	1	B03
3056	370	2025-08-16	42	41	14:00	2	C01
3057	419	2025-08-16	38	44	16:00	10	B10
3058	431	2025-08-16	45	35	23:00	6	C09
3059	457	2025-08-16	59	36	17:45	5	C05
3060	462	2025-08-16	66	67	12:00	5	A05
3061	472	2025-08-16	78	83	14:00	5	B01
3062	479	2025-08-16	85	79	10:00	6	D07
3063	30	2025-08-17	25	20	15:00	10	D02
3064	62	2025-08-17	86	82	10:00	6	C02
3065	172	2025-08-17	45	32	8:00	4	A09
3066	204	2025-08-17	23	29	12:00	5	D03
3067	240	2025-08-17	74	72	16:00	7	B10
3068	272	2025-08-17	75	76	14:00	4	B06
3069	297	2025-08-17	72	75	20:00	1	B04
3070	322	2025-08-17	91	90	18:00	3	C03
3071	350	2025-08-17	74	66	10:00	2	C03
3072	374	2025-08-17	54	41	12:00	2	A06
3073	386	2025-08-17	88	90	18:00	3	A07
3074	404	2025-08-17	43	37	15:00	1	B03
3075	412	2025-08-17	66	68	16:00	1	C08
3076	444	2025-08-17	91	90	14:00	3	A05
3077	451	2025-08-17	78	85	14:00	2	C07
3078	453	2025-08-17	70	66	10:00	1	C04
3079	64	2025-08-18	57	42	17:15	8	C01
3080	85	2025-08-18	83	80	14:00	4	B04
3081	242	2025-08-18	45	44	18:00	3	A07
3082	340	2025-08-18	87	90	10:00	1	B01
3083	345	2025-08-18	78	82	18:00	5	D03
3084	390	2025-08-18	38	46	19:00	3	C09
3085	400	2025-08-18	89	90	18:00	3	A09
3086	432	2025-08-18	74	73	16:00	1	C04
3087	441	2025-08-18	79	84	18:00	1	A09
3088	500	2025-08-18	89	90	18:00	1	C01
3089	104	2025-08-19	5	8	12:30	6	A10
3090	132	2025-08-19	79	78	18:00	1	C08
3091	178	2025-08-19	5	8	7:30	9	D06
3092	290	2025-08-19	52	40	16:15	8	D08
3093	327	2025-08-19	72	75	20:00	6	A06
3094	380	2025-08-19	71	75	14:00	3	B04
3095	401	2025-08-19	10	7	6:30	5	D02
3096	404	2025-08-19	69	64	18:00	5	C10
3097	405	2025-08-19	56	36	12:30	1	B02
3098	406	2025-08-19	77	65	20:00	5	D10
3099	446	2025-08-19	55	32	8:00	8	B10
3100	463	2025-08-19	39	44	10:00	1	A09
3101	471	2025-08-19	64	67	12:00	1	C10
3102	25	2025-08-20	73	72	12:00	7	C03
3103	52	2025-08-20	75	72	20:00	7	B09
3104	114	2025-08-20	11	1	8:30	6	D02
3105	115	2025-08-20	24	22	12:40	2	B03
3106	118	2025-08-20	85	83	14:00	4	D02
3107	169	2025-08-20	89	87	14:00	2	B02
3108	200	2025-08-20	84	84	14:00	1	A03
3109	258	2025-08-20	76	65	8:00	6	B02
3110	281	2025-08-20	24	25	9:40	6	A04
3111	308	2025-08-20	80	83	14:00	3	B07
3112	320	2025-08-20	46	35	19:00	8	B01
3113	448	2025-08-20	65	75	18:00	1	B02
3114	481	2025-08-20	88	87	14:00	4	C07
3115	488	2025-08-20	80	78	14:00	2	A06
3116	54	2025-08-21	42	39	11:00	4	A10
3117	83	2025-08-21	30	18	15:40	1	A02
3118	91	2025-08-21	72	65	16:00	4	B05
3119	98	2025-08-21	77	75	16:00	2	C01
3120	110	2025-08-21	60	33	21:45	3	B04
3121	193	2025-08-21	56	40	8:45	4	D04
3122	249	2025-08-21	49	34	15:30	6	B09
3123	263	2025-08-21	17	10	13:30	5	B07
3124	296	2025-08-21	88	91	10:00	4	A04
3125	312	2025-08-21	47	33	21:30	3	B01
3126	389	2025-08-21	85	83	10:00	1	B07
3127	3	2025-08-22	47	34	19:00	6	B04
3128	9	2025-08-22	70	77	12:00	6	C10
3129	17	2025-08-22	61	43	16:45	6	D02
3130	70	2025-08-22	78	82	14:00	1	A06
3131	103	2025-08-22	26	25	12:40	9	B08
3132	120	2025-08-22	4	11	12:30	8	B05
3133	136	2025-08-22	72	74	8:00	4	B07
3134	156	2025-08-22	10	14	19:30	5	C07
3135	241	2025-08-22	71	74	16:00	7	C06
3136	267	2025-08-22	59	35	13:30	1	A02
3137	285	2025-08-22	82	80	10:00	6	A03
3138	304	2025-08-22	1	5	17:00	3	A05
3139	337	2025-08-22	40	42	14:00	6	A08
3140	370	2025-08-22	20	31	10:40	10	C09
3141	497	2025-08-22	68	64	12:00	1	A10
3142	4	2025-08-23	46	36	7:00	7	C10
3143	14	2025-08-23	80	83	14:00	2	C07
3144	103	2025-08-23	28	25	14:00	6	A06
3145	146	2025-08-23	90	87	10:00	1	C05
3146	161	2025-08-23	40	34	23:00	10	C05
3147	172	2025-08-23	82	78	10:00	3	C02
3148	255	2025-08-23	24	20	13:40	3	C06
3149	267	2025-08-23	91	87	14:00	4	D06
3150	411	2025-08-23	72	64	20:00	3	C03
3151	418	2025-08-23	77	76	10:00	5	B09
3152	443	2025-08-23	89	87	18:00	3	A08
3153	447	2025-08-23	54	32	22:45	7	B09
3154	448	2025-08-23	90	91	14:00	2	A01
3155	451	2025-08-23	83	85	10:00	3	B01
3156	452	2025-08-23	19	28	16:00	9	D05
3157	488	2025-08-23	72	66	14:00	5	A05
3158	29	2025-08-24	82	81	14:00	3	C04
3159	67	2025-08-24	40	45	16:00	2	C01
3160	69	2025-08-24	13	5	7:30	6	A04
3161	101	2025-08-24	31	29	19:00	7	A10
3162	103	2025-08-24	30	22	12:40	2	B03
3163	141	2025-08-24	44	35	12:00	5	A05
3164	170	2025-08-24	91	87	14:00	3	A10
3165	183	2025-08-24	49	38	17:00	3	B04
3166	215	2025-08-24	91	87	10:00	1	C07
3167	240	2025-08-24	88	89	18:00	2	A04
3168	273	2025-08-24	60	40	15:15	8	D09
3169	311	2025-08-24	28	18	15:40	10	B09
3170	319	2025-08-24	19	23	7:00	2	B04
3171	339	2025-08-24	13	1	17:00	4	C07
3172	339	2025-08-24	91	90	10:00	4	D05
3173	347	2025-08-24	55	43	17:30	4	C10
3174	353	2025-08-24	66	72	12:00	1	B03
3175	382	2025-08-24	3	9	22:30	1	A03
3176	384	2025-08-24	83	80	10:00	5	A08
3177	418	2025-08-24	37	34	16:00	7	B07
3178	481	2025-08-24	87	88	14:00	3	B04
3179	499	2025-08-24	47	43	12:15	7	D05
3180	1	2025-08-25	72	68	20:00	6	C07
3181	12	2025-08-25	35	42	11:00	9	D02
3182	23	2025-08-25	83	79	14:00	6	C05
3183	28	2025-08-25	40	36	22:00	6	C06
3184	106	2025-08-25	69	67	10:00	6	D01
3185	129	2025-08-25	72	76	20:00	7	D06
3186	144	2025-08-25	19	28	19:40	3	A03
3187	189	2025-08-25	14	16	11:30	10	B09
3188	229	2025-08-25	84	82	10:00	4	C05
3189	237	2025-08-25	34	39	15:00	7	A04
3190	239	2025-08-25	1	9	22:30	6	A06
3191	322	2025-08-25	85	84	10:00	5	D03
3192	330	2025-08-25	74	67	12:00	7	A09
3193	406	2025-08-25	87	91	14:00	3	C10
3194	438	2025-08-25	36	44	23:00	8	A04
3195	23	2025-08-26	42	41	17:00	2	B07
3196	42	2025-08-26	49	44	13:15	5	B06
3197	45	2025-08-26	39	44	23:00	6	D04
3198	78	2025-08-26	63	45	17:30	1	A02
3199	90	2025-08-26	5	16	15:00	7	C06
3200	154	2025-08-26	50	43	7:00	2	C02
3201	178	2025-08-26	83	86	18:00	3	B09
3202	200	2025-08-26	62	39	19:15	4	D09
3203	205	2025-08-26	75	72	20:00	2	C08
3204	253	2025-08-26	65	68	20:00	3	B01
3205	278	2025-08-26	90	89	10:00	4	D04
3206	333	2025-08-26	22	20	21:00	5	D01
3207	349	2025-08-26	73	68	16:00	6	C09
3208	375	2025-08-26	58	34	10:45	8	B03
3209	391	2025-08-26	44	45	11:00	5	A06
3210	433	2025-08-26	60	41	21:45	2	C10
3211	18	2025-08-27	67	74	10:00	4	D02
3212	51	2025-08-27	23	31	8:40	8	C06
3213	53	2025-08-27	55	32	19:45	3	A10
3214	91	2025-08-27	46	32	6:00	7	B01
3215	97	2025-08-27	55	44	12:00	6	A06
3216	105	2025-08-27	90	89	14:00	1	C03
3217	111	2025-08-27	52	45	7:30	1	C03
3218	241	2025-08-27	1	3	8:30	8	B09
3219	243	2025-08-27	13	7	10:30	8	C07
3220	246	2025-08-27	33	39	18:00	4	A08
3221	384	2025-08-27	29	27	7:40	4	D06
3222	445	2025-08-27	62	35	23:15	2	C03
3223	78	2025-08-28	60	32	16:30	6	A04
3224	223	2025-08-28	32	41	13:00	7	C06
3225	370	2025-08-28	39	36	14:00	8	B02
3226	469	2025-08-28	10	15	6:30	7	B05
3227	484	2025-08-28	81	84	14:00	5	C01
3228	105	2025-08-29	66	70	10:00	6	B07
3229	112	2025-08-29	86	86	14:00	3	A06
3230	126	2025-08-29	34	37	7:00	4	D05
3231	135	2025-08-29	32	44	13:00	7	B07
3232	170	2025-08-29	66	74	10:00	8	B06
3233	192	2025-08-29	37	40	7:00	3	B02
3234	238	2025-08-29	62	37	7:45	2	A08
3235	251	2025-08-29	68	71	8:00	1	A07
3236	302	2025-08-29	70	65	10:00	6	A08
3237	318	2025-08-29	81	86	18:00	4	B05
3238	343	2025-08-29	63	40	11:45	2	B09
3239	403	2025-08-29	63	43	21:45	1	B07
3240	441	2025-08-29	51	45	18:30	5	A02
3241	488	2025-08-29	43	44	21:00	5	D05
3242	9	2025-08-30	50	40	22:30	8	A04
3243	11	2025-08-30	73	72	14:00	3	A10
3244	27	2025-08-30	90	88	10:00	1	C07
3245	42	2025-08-30	85	79	14:00	5	B09
3246	81	2025-08-30	59	34	16:15	4	C09
3247	87	2025-08-30	25	31	12:00	9	C07
3248	124	2025-08-30	56	45	11:00	4	A08
3249	144	2025-08-30	61	39	15:00	6	C04
3250	181	2025-08-30	88	88	18:00	2	C10
3251	187	2025-08-30	66	64	16:00	5	A04
3252	247	2025-08-30	6	12	20:30	3	C09
3253	271	2025-08-30	60	41	9:30	8	A02
3254	464	2025-08-30	59	36	20:00	7	C08
3255	43	2025-08-31	73	70	10:00	5	D08
3256	51	2025-08-31	87	90	10:00	3	B07
3257	63	2025-08-31	53	36	19:45	8	B01
3258	78	2025-08-31	28	20	14:40	8	C10
3259	91	2025-08-31	73	77	20:00	2	C07
3260	126	2025-08-31	27	30	16:40	3	B05
3261	138	2025-08-31	46	41	17:00	8	B07
3262	200	2025-08-31	87	90	14:00	2	B06
3263	251	2025-08-31	91	89	10:00	2	B01
3264	303	2025-08-31	27	25	20:00	10	A04
3265	321	2025-08-31	55	43	10:00	8	A10
3266	379	2025-08-31	65	67	14:00	4	D08
3267	458	2025-08-31	11	4	19:30	6	A06
3268	499	2025-08-31	34	43	8:00	9	D08
3269	27	2025-09-01	45	34	14:00	1	C06
3270	66	2025-09-01	33	39	10:00	3	A10
3271	198	2025-09-01	70	68	10:00	3	B02
3272	226	2025-09-01	90	87	14:00	1	C04
3273	290	2025-09-01	88	87	14:00	2	B03
3274	310	2025-09-01	90	91	18:00	4	C03
3275	319	2025-09-01	40	39	10:00	6	B07
3276	331	2025-09-01	86	83	18:00	3	A10
3277	332	2025-09-01	89	87	14:00	2	A04
3278	410	2025-09-01	32	44	11:00	1	C03
3279	433	2025-09-01	33	34	14:00	10	B10
3280	465	2025-09-01	65	77	14:00	8	D08
3281	477	2025-09-01	88	90	18:00	3	C05
3282	12	2025-09-02	32	33	10:00	2	B05
3283	57	2025-09-02	70	76	14:00	6	A06
3284	83	2025-09-02	34	44	17:00	10	B03
3285	97	2025-09-02	50	36	16:45	2	C04
3286	119	2025-09-02	35	32	12:00	3	A02
3287	198	2025-09-02	91	88	14:00	2	B03
3288	224	2025-09-02	90	91	14:00	4	C05
3289	229	2025-09-02	89	90	14:00	3	A03
3290	248	2025-09-02	69	72	14:00	3	C09
3291	273	2025-09-02	89	91	14:00	4	B02
3292	296	2025-09-02	16	12	12:00	1	C07
3293	304	2025-09-02	61	41	16:00	5	A08
3294	393	2025-09-02	78	78	14:00	5	B07
3295	403	2025-09-02	91	88	18:00	3	B06
3296	81	2025-09-03	24	18	12:00	3	A06
3297	170	2025-09-03	51	37	15:30	8	C07
3298	216	2025-09-03	81	80	18:00	1	A10
3299	219	2025-09-03	73	72	10:00	4	B10
3300	272	2025-09-03	12	9	19:00	10	A02
3301	360	2025-09-03	34	41	22:00	7	B07
3302	364	2025-09-03	79	85	18:00	3	B02
3303	481	2025-09-03	55	40	22:30	1	B07
3304	62	2025-09-04	55	33	8:45	6	A06
3305	85	2025-09-04	84	83	10:00	4	C07
3306	122	2025-09-04	48	40	12:45	7	C05
3307	200	2025-09-04	54	42	23:30	3	B04
3308	209	2025-09-04	25	22	12:00	4	B04
3309	251	2025-09-04	60	46	20:30	3	A07
3310	335	2025-09-04	67	73	20:00	3	C04
3311	366	2025-09-04	70	64	12:00	5	B02
3312	375	2025-09-04	11	15	21:00	4	C04
3313	383	2025-09-04	35	37	19:00	3	B02
3314	401	2025-09-04	84	79	18:00	5	C10
3315	472	2025-09-04	47	46	21:30	1	B06
3316	487	2025-09-04	40	45	17:00	5	C03
3317	489	2025-09-04	65	74	20:00	4	D04
3318	44	2025-09-05	61	45	18:00	5	A06
3319	68	2025-09-05	85	80	10:00	6	B07
3320	88	2025-09-05	63	33	17:30	4	D05
3321	161	2025-09-05	80	86	10:00	2	C07
3322	183	2025-09-05	38	44	18:00	4	B01
3323	240	2025-09-05	68	67	12:00	6	C10
3324	289	2025-09-05	91	88	18:00	3	A10
3325	308	2025-09-05	89	90	10:00	4	C04
3326	397	2025-09-05	52	37	17:15	6	B03
3327	409	2025-09-05	88	90	10:00	4	D04
3328	450	2025-09-05	79	86	10:00	6	A09
3329	462	2025-09-05	54	42	12:45	4	D08
3330	467	2025-09-05	67	65	8:00	5	C06
3331	22	2025-09-06	57	42	7:00	1	A06
3332	35	2025-09-06	41	43	16:00	7	B03
3333	38	2025-09-06	87	90	10:00	2	A04
3334	46	2025-09-06	70	74	10:00	6	D01
3335	91	2025-09-06	60	38	11:15	1	B03
3336	118	2025-09-06	80	81	18:00	3	A03
3337	121	2025-09-06	78	86	18:00	2	A01
3338	155	2025-09-06	66	68	12:00	5	A03
3339	211	2025-09-06	32	44	20:00	6	A06
3340	236	2025-09-06	90	87	14:00	1	C01
3341	269	2025-09-06	32	45	22:00	10	B06
3342	271	2025-09-06	37	42	19:00	7	C06
3343	290	2025-09-06	48	46	14:15	7	D09
3344	312	2025-09-06	82	84	10:00	1	B06
3345	382	2025-09-06	10	16	22:30	8	B07
3346	458	2025-09-06	64	72	14:00	3	B07
3347	3	2025-09-07	6	7	17:00	5	C02
3348	9	2025-09-07	77	65	20:00	3	C02
3349	178	2025-09-07	57	39	18:30	1	C05
3350	224	2025-09-07	20	25	13:40	10	B02
3351	289	2025-09-07	79	81	18:00	6	C04
3352	308	2025-09-07	44	35	21:00	9	D04
3353	363	2025-09-07	49	34	23:30	6	C03
3354	383	2025-09-07	74	71	18:00	1	C02
3355	389	2025-09-07	27	18	10:40	3	A01
3356	473	2025-09-07	70	66	10:00	4	B06
3357	492	2025-09-07	10	3	22:30	8	C06
3358	25	2025-09-08	48	35	6:45	4	D09
3359	154	2025-09-08	69	74	10:00	3	C04
3360	181	2025-09-08	64	68	20:00	6	D09
3361	201	2025-09-08	78	80	18:00	6	D06
3362	271	2025-09-08	68	64	10:00	1	B03
3363	300	2025-09-08	54	42	11:30	7	D06
3364	321	2025-09-08	68	73	8:00	2	B04
3365	335	2025-09-08	85	80	18:00	5	C06
3366	374	2025-09-08	72	67	20:00	8	B07
3367	469	2025-09-08	3	6	6:30	3	B03
3368	479	2025-09-08	66	64	18:00	3	B04
3369	54	2025-09-09	87	91	10:00	2	A06
3370	62	2025-09-09	75	72	12:00	1	A08
3371	147	2025-09-09	62	37	7:00	5	A01
3372	200	2025-09-09	91	90	10:00	3	C02
3373	237	2025-09-09	61	43	9:15	8	B05
3374	256	2025-09-09	82	83	10:00	5	A07
3375	285	2025-09-09	91	91	10:00	1	B07
3376	297	2025-09-09	81	83	10:00	2	B07
3377	324	2025-09-09	85	79	18:00	6	B07
3378	366	2025-09-09	35	46	6:00	2	C06
3379	408	2025-09-09	63	35	18:15	6	C01
3380	414	2025-09-09	89	91	14:00	2	C08
3381	435	2025-09-09	55	32	15:45	1	B02
3382	461	2025-09-09	32	42	22:00	8	A01
3383	477	2025-09-09	76	73	14:00	7	B03
3384	36	2025-09-10	32	39	9:00	7	C10
3385	37	2025-09-10	82	79	10:00	6	B06
3386	50	2025-09-10	77	74	14:00	8	A10
3387	96	2025-09-10	84	85	10:00	6	A09
